customer_id,days_since_last_purchase,total_transactions,lifetime_value,avg_order_value,total_events,unique_sessions,purchase_count,avg_basket_size,conversion,active_days,time_on_platform_days,discount_usage_ratio,wishlist_count,cart_sessions,return_rate,cat_Accessories,cat_Garment_Lower_body,cat_Garment_Upper_body
000412345109c7c085b5faec96afe864b19a172fa4cb9b94823d9ef6a8a1846a,2054,2,0.08,0.04,38,38,2,0.0,0.05263157894736842,37,0,0.0,0,0,0.0,0.0,4.0,34.0
000416152a81973bebab23142bd5dd6ebd85c8c5e2d63e18eb6398b71864f219,1998,4,0.16999999999999998,0.042499999999999996,37,37,4,0.0,0.10810810810810811,35,0,0.0,0,0,0.0,0.0,4.0,33.0
00045027219e894b683fb4687211e2d0c904c268e9f28d370d9a84994678ac71,2287,1,0.02,0.02,40,40,1,0.0,0.025,35,0,0.0,0,0,0.0,0.0,4.0,36.0
00045b41ba4df7a2e6c09093ec92873ea43a137cf2b24cff1a387f75a24782a9,2135,1,0.07,0.07,38,38,1,0.0,0.02631578947368421,38,0,0.0,0,0,0.0,0.0,11.0,27.0
0004690d2b68d5175697d197a86065595ef7b49c7c051b9dfb74948870455f3b,2555,1,0.03,0.03,34,34,1,0.0,0.029411764705882353,32,0,0.0,0,0,0.0,0.0,6.0,28.0
000489746e2e4351220bc35024b2354044713a702b88965bc1b3163bedb189bc,2313,3,0.06,0.02,36,36,3,0.0,0.08333333333333333,32,0,0.0,0,0,0.0,0.0,8.0,28.0
000493dd9fc463df1acc2081450c9e75ef8e87d5dd17ed6396773839f6bf71a9,1903,7,0.37,0.05285714285714286,47,47,7,0.0,0.14893617021276595,41,0,0.0,0,0,0.0,0.0,13.0,34.0
0004a7b3945dc17a51fa3b1a206749f0e3404e4f6ae8b6905ef5e56212e1fe38,2284,4,0.18,0.045,41,41,4,0.0,0.0975609756097561,38,0,0.0,0,0,0.0,0.0,12.0,29.0
0004db725c9025318d5c461bb7e1c99fb8e77d9e8f267bba860073ea27bdc2d5,2623,1,0.02,0.02,34,34,1,0.0,0.029411764705882353,33,0,0.0,0,0,0.0,0.0,6.0,28.0
0004df3751c43c51f79aa24d321f35ce4a1a3ec180c4a1425b0aefc037ab25bc,1946,1,0.07,0.07,37,37,1,0.0,0.02702702702702703,33,0,0.0,0,0,0.0,1.0,4.0,32.0
0004ee708acad44b15ee324daffef7b379a1fdfd9826f39a3aabda9dacaea176,2070,3,0.16,0.05333333333333334,33,33,3,0.0,0.09090909090909091,31,0,0.0,0,0,0.0,1.0,7.0,25.0
0004f079e5f7fbf106301d8c32278e71a96adde0a9e3328d2fc01309796ebc4b,2305,1,0.03,0.03,37,37,1,0.0,0.02702702702702703,34,0,0.0,0,0,0.0,0.0,11.0,26.0
000525e3fe01600d717da8423643a8303390a055c578ed8a97256600baf54565,1902,1,0.03,0.03,37,37,1,0.0,0.02702702702702703,33,0,0.0,0,0,0.0,0.0,5.0,32.0
000531ecd2754a0cf214373cc7b6dbcf7ce9a77c3284a2facbe072f763618bbc,1997,1,0.03,0.03,32,32,1,0.0,0.03125,31,0,0.0,0,0,0.0,0.0,6.0,26.0
0005340aa69bb5a28d98712a36d8f669024bce137e3c82a618ea49032b9023c6,1921,2,0.08,0.04,41,41,2,0.0,0.04878048780487805,37,0,0.0,0,0,0.0,0.0,7.0,34.0
000538c14c490fee547e2703439f70bdb8748e2a62f875d63b7320c17ae20fc2,2282,1,0.04,0.04,43,43,1,0.0,0.023255813953488372,39,0,0.0,0,0,0.0,0.0,7.0,36.0
00058592fc65afabbb00b1bb7d33c6b221d00c6a98c62101ee96e12ebddbf0ee,2228,2,0.1,0.05,37,37,2,0.0,0.05405405405405406,35,0,0.0,0,0,0.0,0.0,4.0,33.0
00058c11019467570a6918669b768392f7c9277b7ae4d853bab9cd25f1eae6b4,2163,4,0.2,0.05,35,35,4,0.0,0.11428571428571428,34,0,0.0,0,0,0.0,0.0,2.0,33.0
0005baed366933727a0ee8407c56e5f065fd5b09c71478fe618c2613a04b2a8c,2412,1,0.04,0.04,54,54,1,0.0,0.018518518518518517,51,0,0.0,0,0,0.0,2.0,4.0,48.0
0005bc21a78d1e3cf40c1778028f1f81ab6a49875831174e66823fef1cc17855,2247,2,0.07,0.035,41,41,2,0.0,0.04878048780487805,40,0,0.0,0,0,0.0,0.0,8.0,33.0
0005d926defbe130e228dd8892aa879d89858e6ffc9a604d8b289ed0a1901f0d,2199,1,0.02,0.02,35,35,1,0.0,0.02857142857142857,35,0,0.0,0,0,0.0,0.0,2.0,33.0
000610a2daf19204bea9c8bf58dc30ed7d16948f46b266d0a420cc99e8658557,2230,3,0.19,0.06333333333333334,31,31,3,0.0,0.0967741935483871,31,0,0.0,0,0,0.0,1.0,6.0,24.0
00061a04f030bdf3665b09829192ca8c13c4de6dd9ae9d38d0d0b5ce3a1cfc6f,1998,1,0.03,0.03,32,32,1,0.0,0.03125,31,0,0.0,0,0,0.0,1.0,2.0,29.0
00061f9d8a57529d6a662d6ca9f92c82f08a2fe5de53b4d599a7ce5f78c59e64,2146,1,0.04,0.04,37,37,1,0.0,0.02702702702702703,37,0,0.0,0,0,0.0,0.0,10.0,27.0
000669bae7443ad5cb50a450f7916cdf6808f38d4b30c30a786ba6560ffe304c,2615,3,0.09,0.03,34,34,3,0.0,0.08823529411764706,33,0,0.0,0,0,0.0,0.0,5.0,29.0
00066fdcf5f0da690b898b287d05ce477bd2764ce975d138489da03510a42833,1988,1,0.04,0.04,36,36,1,0.0,0.027777777777777776,35,0,0.0,0,0,0.0,0.0,7.0,29.0
00067622de3151a7219b4ed9922def50b51601fbe414183d316697f220aa835e,2242,1,0.06,0.06,34,34,1,0.0,0.029411764705882353,33,0,0.0,0,0,0.0,0.0,4.0,30.0
00068c36f7034bf3e7943e581b7222ea639fba0e58a82ef24f2eee158e38d9bf,2586,2,0.16,0.08,43,43,2,0.0,0.046511627906976744,43,0,0.0,0,0,0.0,0.0,6.0,37.0
00068fc247894dc159e7f6246cebb2eaaca3a65b93a8a9b9eef5a26edc8c8de1,2030,1,0.03,0.03,33,33,1,0.0,0.030303030303030304,33,0,0.0,0,0,0.0,0.0,9.0,24.0
0006a10483f4b1d47dd0c640429a1c059f224c3a87464cc9291cfe7363d0900c,1927,1,0.08,0.08,37,37,1,0.0,0.02702702702702703,35,0,0.0,0,0,0.0,1.0,9.0,27.0
0006b5856381fac4eac03efe68a6578a2d9260f4e109f4a9be2888c11a3fe56a,2506,4,0.11,0.0275,42,42,4,0.0,0.09523809523809523,40,0,0.0,0,0,0.0,1.0,5.0,36.0
0006bb0fad5c49341bd9cece264271e68e01a4e55f22ec9efffc43b0b3bdbc34,2270,1,0.08,0.08,34,34,1,0.0,0.029411764705882353,34,0,0.0,0,0,0.0,0.0,1.0,33.0
0006bfcec82c6c132276c0a5549ae13645c9ab77b0243fe7a76bcd9c66bfc06d,1918,6,0.33,0.055,30,30,6,0.0,0.2,27,0,0.0,0,0,0.0,2.0,7.0,21.0
0006ca2c5ecdbdcc1de5e72adffc6c33448fc2aaa62afed8be1cfd13e698a438,2284,1,0.03,0.03,28,28,1,0.0,0.03571428571428571,24,0,0.0,0,0,0.0,0.0,6.0,22.0
0006d1fc72f81261e70e74249ab2c348e21a093ba40f2af6e90f4337a9736af2,2262,4,0.23,0.0575,39,39,4,0.0,0.10256410256410256,38,0,0.0,0,0,0.0,0.0,4.0,35.0
0006d3ff0caf0cb4d4e0615ee5cb7d268622364d483335bf21fbf296e785e282,1972,6,0.35000000000000003,0.05833333333333334,44,44,6,0.0,0.13636363636363635,43,0,0.0,0,0,0.0,0.0,6.0,38.0
000747860042b94e85707605c2a627c6ba30c4117d025d72cefdba58d73b8e21,2481,1,0.1,0.1,32,32,1,0.0,0.03125,31,0,0.0,0,0,0.0,0.0,2.0,30.0
00075ef36696a7b4ed8c83e22a4bf7ea7c90ee110991ec5e0fb21b12f862f73d,2046,8,0.45,0.05625,46,46,8,0.0,0.17391304347826086,41,0,0.0,0,0,0.0,2.0,9.0,35.0
000773f3c485c18e103197e45a57021bc77acb16e39e0b9f362a9b5ef66878c3,2614,2,0.1,0.05,37,37,2,0.0,0.05405405405405406,34,0,0.0,0,0,0.0,2.0,1.0,34.0
00077dbd5c4a4991e092e63893ccf29294a9d5c46e85010e95f2fc10bf9437a4,1903,13,0.59,0.045384615384615384,46,46,13,0.0,0.2826086956521739,44,0,0.0,0,0,0.0,0.0,10.0,36.0
0007887b812f214b9752d8b589503a35bdf1e27b66eec310c3f93378b4873d3d,2626,1,0.05,0.05,36,36,1,0.0,0.027777777777777776,33,0,0.0,0,0,0.0,0.0,4.0,32.0
0007c3ba357b0e54131e54d7a5d619263c5a9e6826308be892a821e9260ae928,2117,2,0.16,0.08,39,39,2,0.0,0.05128205128205128,38,0,0.0,0,0,0.0,0.0,5.0,34.0
0007c93b2a5ff71d3358d0ee4391c47bbf6b8e7d4d2bf61e4b537943b13115ff,2028,3,0.07,0.023333333333333334,47,47,3,0.0,0.06382978723404255,42,0,0.0,0,0,0.0,0.0,6.0,41.0
0007cdfc28c8a199c56e3cc907090df66b0b3461f624b2e2c15ff87ac38ede5e,2207,1,0.03,0.03,38,38,1,0.0,0.02631578947368421,37,0,0.0,0,0,0.0,0.0,4.0,34.0
0007e7b07ebd91457e785644c9cf76a491999729d4dc1098c4f3d3ceb6c94f9f,2348,1,0.01,0.01,39,39,1,0.0,0.02564102564102564,38,0,0.0,0,0,0.0,1.0,6.0,32.0
0007ef7605d8456f789de37f6414c0a929ace7251996a73f485f89705828534d,2026,1,0.06,0.06,32,32,1,0.0,0.03125,30,0,0.0,0,0,0.0,0.0,7.0,25.0
00080403a669b3b89d1bef1ec73ea466d95e39698d6dded141c0e3a8d4599d0c,1936,30,1.22,0.04066666666666666,62,62,30,0.0,0.4838709677419355,53,0,0.0,0,0,0.0,1.0,12.0,49.0
0008804a45e7fbc8653ba8f5ce15880cb966ca220c52d2f8dcdeb954891277a7,2305,16,0.74,0.04625,57,57,16,0.0,0.2807017543859649,45,0,0.0,0,0,0.0,1.0,24.0,32.0
0008968c0d451dbc5a9968da03196fe20051965edde7413775c4eb3be9abe9c2,1928,1,0.07,0.07,35,35,1,0.0,0.02857142857142857,34,0,0.0,0,0,0.0,1.0,6.0,28.0
00089f13f465ec902e5c49a3bb408c5e31205096d6f267543f1893303e456016,2011,1,0.07,0.07,43,43,1,0.0,0.023255813953488372,42,0,0.0,0,0,0.0,0.0,6.0,37.0
0008a2dd68b9a347b6f6b6d567b48684d4a11e05a8b7cc4fc92361edd09503f7,1957,3,0.08,0.02666666666666667,45,45,3,0.0,0.06666666666666667,41,0,0.0,0,0,0.0,0.0,10.0,35.0
0008d30a148478dc88c69af6c51230ad5802590afc84889af16b661e64407408,2601,1,0.08,0.08,24,24,1,0.0,0.041666666666666664,23,0,0.0,0,0,0.0,0.0,0.0,24.0
0008d644deb96bdc0ca262f161cf6d5e9a4e619bb75faa76704d7955d5e54f0f,1912,11,0.55,0.05,61,61,11,0.0,0.18032786885245902,55,0,0.0,0,0,0.0,1.0,15.0,45.0
0008f66f5804877333ab9942c880b4a222f5b1a9f6ce272fd7b22a57a7e0bf05,1923,3,0.08,0.02666666666666667,39,39,3,0.0,0.07692307692307693,38,0,0.0,0,0,0.0,0.0,6.0,33.0
000934651054f08396856cd83fad3b36b97ab95a0baf79cf86769e92bf3fef40,1963,6,0.27,0.045000000000000005,40,40,6,0.0,0.15,39,0,0.0,0,0,0.0,0.0,8.0,32.0
000945fbfa84885dbf7c421f7a76d8cec39056551eb9659521bdcf55911441d6,2199,3,0.16000000000000003,0.053333333333333344,41,41,3,0.0,0.07317073170731707,40,0,0.0,0,0,0.0,0.0,5.0,36.0
00096b1fee245c60537a069f01574dba866acb464accf516066f4d338b545a1b,2626,1,0.03,0.03,46,46,1,0.0,0.021739130434782608,41,0,0.0,0,0,0.0,0.0,3.0,43.0
000989f72a2b8e5da2f4abafc86c2e213816fa2ff2a060ccf17ba290e00c5d85,2025,6,0.36,0.06,44,44,6,0.0,0.13636363636363635,43,0,0.0,0,0,0.0,0.0,5.0,39.0
000a452812a2c2f7d6de7bb8971a6d51593018d5a3af8c2d161235ae2968f181,2239,2,0.06,0.03,51,51,2,0.0,0.0392156862745098,47,0,0.0,0,0,0.0,0.0,13.0,38.0
000a74a8ce6e616c1d26d186d8ffae487878b89223b60f5d369665e367faa677,2601,2,0.11000000000000001,0.05500000000000001,34,34,2,0.0,0.058823529411764705,33,0,0.0,0,0,0.0,0.0,5.0,29.0
000a9291e5aa007a10faf2177671a8501dade80e6679218d65f53c1497b17f87,2496,2,0.16,0.08,35,35,2,0.0,0.05714285714285714,35,0,0.0,0,0,0.0,0.0,4.0,31.0
000aa9a7d9f776173f87d58e834e4dd36f3a2d7908ae4750690224f1055909f3,2257,2,0.06,0.03,36,36,2,0.0,0.05555555555555555,34,0,0.0,0,0,0.0,1.0,6.0,29.0
000ae8a03447710b4de81d85698dfc0559258c93136650efc2429fcca80d699a,2032,3,0.06,0.02,48,48,3,0.0,0.0625,44,0,0.0,0,0,0.0,0.0,12.0,36.0
000afd8e9c4f46dd652394191c326355a24bd552981b690aefbefdafd8a3c710,2164,2,0.18,0.09,35,35,2,0.0,0.05714285714285714,31,0,0.0,0,0,0.0,0.0,7.0,28.0
000b31552d3785c79833262bbeefa484cbc43d7b612b3c8fc696260b5afaadc4,2020,1,0.02,0.02,37,37,1,0.0,0.02702702702702703,37,0,0.0,0,0,0.0,0.0,4.0,33.0
000b6c6124d1c9fc9225e14b2e37461f15c9198a37ac94f30f2d658445075a13,2362,16,2.06,0.12875,57,57,16,0.0,0.2807017543859649,52,0,0.0,0,0,0.0,0.0,5.0,52.0
000bb8a3a8be8ad1039aece8498c0b63f158fa04d8ef95ca66a6de7bef72b2e7,2220,1,0.03,0.03,39,39,1,0.0,0.02564102564102564,36,0,0.0,0,0,0.0,1.0,2.0,36.0
000c1129c847f3885a8b423fb75f8fb83ba43722fe70701597199480b759d9a1,2181,2,0.07,0.035,43,43,2,0.0,0.046511627906976744,41,0,0.0,0,0,0.0,0.0,6.0,37.0
000c324da8d94bd513ab0d80a235e47fa98d2cef98bd2f1854abca11a5b48a3a,2053,4,0.18,0.045,39,39,4,0.0,0.10256410256410256,35,0,0.0,0,0,0.0,0.0,4.0,35.0
000c41868d0170bf1e022a985a37f52344ba14ca5c331b816982180fb4b169e1,2022,1,0.02,0.02,33,33,1,0.0,0.030303030303030304,32,0,0.0,0,0,0.0,0.0,8.0,25.0
000c5c714aefd0d5ed1205e2781070167826ffc117ab9ec579b9f3851392dfad,2018,5,0.16,0.032,59,59,5,0.0,0.0847457627118644,58,0,0.0,0,0,0.0,0.0,8.0,51.0
000c6170230e0d08cad5c4f0ab12cae2ff347005cceb5e0355cab6a320361299,2477,2,0.04,0.02,38,38,2,0.0,0.05263157894736842,37,0,0.0,0,0,0.0,1.0,6.0,31.0
000c6acfc0457b99ae3150e8e57beffb4c8d7c5fc31e40bfd721598d193a25a1,2262,2,0.12000000000000001,0.060000000000000005,42,42,2,0.0,0.047619047619047616,40,0,0.0,0,0,0.0,0.0,7.0,35.0
000c742a054f1180117024953ea31c3fa65eb47e69990a405f4fc5a2d3fbe6aa,2101,3,0.11,0.03666666666666667,46,46,3,0.0,0.06521739130434782,43,0,0.0,0,0,0.0,1.0,7.0,38.0
000c7c794543cdb6fcd29d9c82f34cd1c0c50f0ceb6010890d66bec7f21d5d16,2211,2,0.08,0.04,47,47,2,0.0,0.0425531914893617,46,0,0.0,0,0,0.0,0.0,7.0,40.0
000ca60ca6d8de6d3b4689e2da829d69db5947bd89084cd3a0849f4ea57375fd,2347,3,0.06,0.02,40,40,3,0.0,0.075,39,0,0.0,0,0,0.0,0.0,6.0,34.0
000d15e5f8031a32013ab1e4557854692557a2aa7c79265f027265503a3efac5,2252,4,0.1,0.025,44,44,4,0.0,0.09090909090909091,39,0,0.0,0,0,0.0,0.0,11.0,33.0
000d1eefd2d2f8387c6c4f2d61bf16be84dd7293567d89de70b8688c6e5335c8,1954,1,0.04,0.04,34,34,1,0.0,0.029411764705882353,34,0,0.0,0,0,0.0,1.0,5.0,28.0
000da3d7d0ef65573d455266b21b085483913d296f65cc20bfc3c1035f5346f7,2478,3,0.08,0.02666666666666667,45,45,3,0.0,0.06666666666666667,44,0,0.0,0,0,0.0,0.0,5.0,40.0
000da7cae0959d00f079d2d36f8cd7065fc91c685cd9e9b44c5f8052b03fe285,2116,5,0.12,0.024,34,34,5,0.0,0.14705882352941177,33,0,0.0,0,0,0.0,0.0,7.0,27.0
000deb763c3cfa8f9d0f37a998e0c6984d4867f7b09b432a4a5143e9cc269637,1935,2,0.1,0.05,34,34,2,0.0,0.058823529411764705,33,0,0.0,0,0,0.0,0.0,7.0,27.0
000df6aadf55869ad4a6a843280c0d252d68e8ae5985f114bd06f06f3659199a,2595,2,0.2,0.1,45,45,2,0.0,0.044444444444444446,42,0,0.0,0,0,0.0,0.0,6.0,39.0
000e2691ade6addc974a2d8767def5b5272d1c62883cc04a011658aaa13b2ecb,2032,2,0.11,0.055,42,42,2,0.0,0.047619047619047616,40,0,0.0,0,0,0.0,0.0,5.0,37.0
000e2ffc7b0ea9da547019bb0b1dc440bf59f6fcf2f190adbd715521951b4210,2095,2,0.1,0.05,39,39,2,0.0,0.05128205128205128,34,0,0.0,0,0,0.0,1.0,7.0,31.0
000ec422ba5459f0295c1e86872d61b746bb8f84345efd6c98c0a72cd48ea9a5,2076,1,0.06,0.06,35,35,1,0.0,0.02857142857142857,33,0,0.0,0,0,0.0,0.0,4.0,31.0
000ed4cabda96069b547ae531c66de5f1bf6a7e5b83aa8ecc5abe84a9f6779e0,2113,4,0.18,0.045,39,39,4,0.0,0.10256410256410256,39,0,0.0,0,0,0.0,0.0,0.0,39.0
000ee39f35322b568db9d7f39500ad1b58a6f8a3fc2abf3723e94884e6d4488c,1965,1,0.03,0.03,37,37,1,0.0,0.02702702702702703,34,0,0.0,0,0,0.0,0.0,4.0,33.0
000ee56f745271e72ae8b5680a416a4fbf8acf6a690ab2df92ee58505e6d0136,2417,1,0.02,0.02,45,45,1,0.0,0.022222222222222223,43,0,0.0,0,0,0.0,0.0,7.0,38.0
000eeafd8d8a478c65432cca0a83a834aa9e0eb77dffe52175bfda06db664ee5,1947,1,0.05,0.05,41,41,1,0.0,0.024390243902439025,40,0,0.0,0,0,0.0,1.0,5.0,35.0
000f223c9dc80a532da98d34c845455e309e38f4949209905d68c2f08b97ec9f,2161,3,0.21000000000000002,0.07,44,44,3,0.0,0.06818181818181818,42,0,0.0,0,0,0.0,0.0,11.0,33.0
000f4d22ea7b4fc94704b3e6b7fb225b4f9dde7560cd380cb25f496f168ebbf8,2350,3,0.12,0.04,43,43,3,0.0,0.06976744186046512,39,0,0.0,0,0,0.0,2.0,5.0,36.0
000f8566fda44b9ac64257988150dbf3ad8ff6bcec1c5baed104a5eddaeaec64,2021,1,0.03,0.03,38,38,1,0.0,0.02631578947368421,36,0,0.0,0,0,0.0,0.0,7.0,31.0
